paper_title,paper_authors
Efficient and Robust Shape Correspondence via Sparsity-Enforced Quadratic Assignment,"Rui Xiang, Rongjie Lai, Hongkai Zhao"
Skeleton-Based Action Recognition With Shift Graph Convolutional Network,"Ke Cheng, Yifan Zhang, Xiangyu He, Weihan Chen, Jian Cheng, Hanqing Lu"
Momentum Contrast for Unsupervised Visual Representation Learning,"Kaiming He, Haoqi Fan, Yuxin Wu, Saining Xie, Ross Girshick"
PolarNet: An Improved Grid Representation for Online LiDAR Point Clouds Semantic Segmentation,"Yang Zhang, Zixiang Zhou, Philip David, Xiangyu Yue, Zerong Xi, Boqing Gong, Hassan Foroosh"
How Does Noise Help Robustness? Explanation and Exploration under the Neural SDE Framework,"Xuanqing Liu, Tesi Xiao, Si Si, Qin Cao, Sanjiv Kumar, Cho-Jui Hsieh"
Meta-Learning of Neural Architectures for Few-Shot Learning,"Thomas Elsken, Benedikt Staffler, Jan Hendrik Metzen, Frank Hutter"
CascadePSP: Toward Class-Agnostic and Very High-Resolution Segmentation via Global and Local Refinement,"Ho Kei Cheng, Jihoon Chung, Yu-Wing Tai, Chi-Keung Tang"
Context-Aware Group Captioning via Self-Attention and Contrastive Features,"Zhuowan Li, Quan Tran, Long Mai, Zhe Lin, Alan L. Yuille"
Deep Generative Model for Robust Imbalance Classification,"Xinyue Wang, Yilin Lyu, Liping Jing"
GHUM & GHUML: Generative 3D Human Shape and Articulated Pose Models,"Hongyi Xu, Eduard Gabriel Bazavan, Andrei Zanfir, William T. Freeman, Rahul Sukthankar, Cristian Sminchisescu"
Learning to Forget for Meta-Learning,"Sungyong Baik, Seokil Hong, Kyoung Mu Lee"
Unsupervised Multi-Modal Image Registration via Geometry Preserving Image-to-Image Translation,"Moab Arar, Yiftach Ginger, Dov Danon, Amit H. Bermano, Daniel Cohen-Or"
Panoptic-Based Image Synthesis,"Aysegul Dundar, Karan Sapra, Guilin Liu, Andrew Tao, Bryan Catanzaro"
A Self-supervised Approach for Adversarial Robustness,"Muzammal Naseer, Salman Khan, Munawar Hayat, Fahad Shahbaz Khan, Fatih Porikli"
SCATTER: Selective Context Attentional Scene Text Recognizer,"Ron Litman, Oron Anschel, Shahar Tsiper, Roee Litman, Shai Mazor, R. Manmatha"
Unity Style Transfer for Person Re-Identification,"Chong Liu, Xiaojun Chang, Yi-Dong Shen"
Multimodal Future Localization and Emergence Prediction for Objects in Egocentric View With a Reachability Prior,"Osama Makansi, Ozgun Cicek, Kevin Buchicchio, Thomas Brox"
Incremental Few-Shot Object Detection,"Juan-Manuel Perez-Rua, Xiatian Zhu, Timothy M. Hospedales, Tao Xiang"
Minimal Solvers for 3D Scan Alignment With Pairs of Intersecting Lines,"Andre Mateus, Srikumar Ramalingam, Pedro Miraldo"
OccuSeg: Occupancy-Aware 3D Instance Segmentation,"Lei Han, Tian Zheng, Lan Xu, Lu Fang"
Cloth in the Wind: A Case Study of Physical Measurement Through Simulation,"Tom F. H. Runia, Kirill Gavrilyuk, Cees G. M. Snoek, Arnold W. M. Smeulders"
Distilling Knowledge From Graph Convolutional Networks,"Yiding Yang, Jiayan Qiu, Mingli Song, Dacheng Tao, Xinchao Wang"
RevealNet: Seeing Behind Objects in RGB-D Scans,"Ji Hou, Angela Dai, Matthias Niessner"
Generalized Zero-Shot Learning via Over-Complete Distribution,"Rohit Keshari, Richa Singh, Mayank Vatsa"
Learning Oracle Attention for High-Fidelity Face Completion,"Tong Zhou, Changxing Ding, Shaowen Lin, Xinchao Wang, Dacheng Tao"
Deep Optics for Single-Shot High-Dynamic-Range Imaging,"Christopher A. Metzler, Hayato Ikoma, Yifan Peng, Gordon Wetzstein"
"On the General Value of Evidence, and Bilingual Scene-Text Visual Question Answering","Xinyu Wang, Yuliang Liu, Chunhua Shen, Chun Chet Ng, Canjie Luo, Lianwen Jin, Chee Seng Chan, Anton van den Hengel, Liangwei Wang"
Image Super-Resolution With Cross-Scale Non-Local Attention and Exhaustive Self-Exemplars Mining,"Yiqun Mei, Yuchen Fan, Yuqian Zhou, Lichao Huang, Thomas S. Huang, Honghui Shi"
HybridPose: 6D Object Pose Estimation Under Hybrid Representations,"Chen Song, Jiaru Song, Qixing Huang"
Designing Network Design Spaces,"Ilija Radosavovic, Raj Prateek Kosaraju, Ross Girshick, Kaiming He, Piotr Dollar"
On the Regularization Properties of Structured Dropout,"Ambar Pal, Connor Lane, Rene Vidal, Benjamin D. Haeffele"
Ensemble Generative Cleaning With Feedback Loops for Defending Adversarial Attacks,"Jianhe Yuan, Zhihai He"
Regularizing CNN Transfer Learning With Randomised Regression,"Yang Zhong, Atsuto Maki"
Deep Geometric Functional Maps: Robust Feature Learning for Shape Correspondence,"Nicolas Donati, Abhishek Sharma, Maks Ovsjanikov"
Spatial-Temporal Graph Convolutional Network for Video-Based Person Re-Identification,"Jinrui Yang, Wei-Shi Zheng, Qize Yang, Ying-Cong Chen, Qi Tian"
PVN3D: A Deep Point-Wise 3D Keypoints Voting Network for 6DoF Pose Estimation,"Yisheng He, Wei Sun, Haibin Huang, Jianran Liu, Haoqiang Fan, Jian Sun"
Iteratively-Refined Interactive 3D Medical Image Segmentation With Multi-Agent Reinforcement Learning,"Xuan Liao, Wenhao Li, Qisen Xu, Xiangfeng Wang, Bo Jin, Xiaoyun Zhang, Yanfeng Wang, Ya Zhang"
The Secret Revealer: Generative Model-Inversion Attacks Against Deep Neural Networks,"Yuheng Zhang, Ruoxi Jia, Hengzhi Pei, Wenxiao Wang, Bo Li, Dawn Song"
Domain-Aware Visual Bias Eliminating for Generalized Zero-Shot Learning,"Shaobo Min, Hantao Yao, Hongtao Xie, Chaoqun Wang, Zheng-Jun Zha, Yongdong Zhang"
Editing in Style: Uncovering the Local Semantics of GANs,"Edo Collins, Raja Bala, Bob Price, Sabine Susstrunk"
Video Modeling With Correlation Networks,"Heng Wang, Du Tran, Lorenzo Torresani, Matt Feiszli"
VSGNet: Spatial Attention Network for Detecting Human Object Interactions Using Graph Convolutions,"Oytun Ulutan, A S M Iftekhar, B. S. Manjunath"
A Graduated Filter Method for Large Scale Robust Estimation,"Huu Le, Christopher Zach"
Understanding Road Layout From Videos as a Whole,"Buyu Liu, Bingbing Zhuang, Samuel Schulter, Pan Ji, Manmohan Chandraker"
Few-Shot Video Classification via Temporal Alignment,"Kaidi Cao, Jingwei Ji, Zhangjie Cao, Chien-Yi Chang, Juan Carlos Niebles"
Discovering Synchronized Subsets of Sequences: A Large Scale Solution,"Evangelos Sariyanidi, Casey J. Zampella, Keith G. Bartley, John D. Herrington, Theodore D. Satterthwaite, Robert T. Schultz, Birkan Tunc"
Universal Physical Camouflage Attacks on Object Detectors,"Lifeng Huang, Chengying Gao, Yuyin Zhou, Cihang Xie, Alan L. Yuille, Changqing Zou, Ning Liu"
Density-Aware Graph for Deep Semi-Supervised Visual Recognition,"Suichan Li, Bin Liu, Dongdong Chen, Qi Chu, Lu Yuan, Nenghai Yu"
DeepCap: Monocular Human Performance Capture Using Weak Supervision,"Marc Habermann, Weipeng Xu, Michael Zollhofer, Gerard Pons-Moll, Christian Theobalt"
Ego-Topo: Environment Affordances From Egocentric Video,"Tushar Nagarajan, Yanghao Li, Christoph Feichtenhofer, Kristen Grauman"
Learning Deep Network for Detecting 3D Object Keypoints and 6D Poses,"Wanqing Zhao, Shaobo Zhang, Ziyu Guan, Wei Zhao, Jinye Peng, Jianping Fan"
Learning Physics-Guided Face Relighting Under Directional Light,"Thomas Nestmeyer, Jean-Francois Lalonde, Iain Matthews, Andreas Lehrmann"
Few-Shot Object Detection With Attention-RPN and Multi-Relation Detector,"Qi Fan, Wei Zhuo, Chi-Keung Tang, Yu-Wing Tai"
REVERIE: Remote Embodied Visual Referring Expression in Real Indoor Environments,"Yuankai Qi, Qi Wu, Peter Anderson, Xin Wang, William Yang Wang, Chunhua Shen, Anton van den Hengel"
Unsupervised Representation Learning for Gaze Estimation,"Yu Yu, Jean-Marc Odobez"
Salience-Guided Cascaded Suppression Network for Person Re-Identification,"Xuesong Chen, Canmiao Fu, Yong Zhao, Feng Zheng, Jingkuan Song, Rongrong Ji, Yi Yang"
Deep Iterative Surface Normal Estimation,"Jan Eric Lenssen, Christian Osendorfer, Jonathan Masci"
Learning Better Lossless Compression Using Lossy Compression,"Fabian Mentzer, Luc Van Gool, Michael Tschannen"
Height and Uprightness Invariance for 3D Prediction From a Single View,"Manel Baradad, Antonio Torralba"
Unified Dynamic Convolutional Network for Super-Resolution With Variational Degradations,"Yu-Syuan Xu, Shou-Yao Roy Tseng, Yu Tseng, Hsien-Kai Kuo, Yi-Min Tsai"
Dynamic Hierarchical Mimicking Towards Consistent Optimization Objectives,"Duo Li, Qifeng Chen"
Projection & Probability-Driven Black-Box Attack,"Jie Li, Rongrong Ji, Hong Liu, Jianzhuang Liu, Bineng Zhong, Cheng Deng, Qi Tian"
Noisier2Noise: Learning to Denoise From Unpaired Noisy Data,"Nick Moran, Dan Schmidt, Yu Zhong, Patrick Coady"
UCTGAN: Diverse Image Inpainting Based on Unsupervised Cross-Space Translation,"Lei Zhao, Qihang Mo, Sihuan Lin, Zhizhong Wang, Zhiwen Zuo, Haibo Chen, Wei Xing, Dongming Lu"
Deep Stereo Using Adaptive Thin Volume Representation With Uncertainty Awareness,"Shuo Cheng, Zexiang Xu, Shilin Zhu, Zhuwen Li, Li Erran Li, Ravi Ramamoorthi, Hao Su"
PhysGAN: Generating Physical-World-Resilient Adversarial Examples for Autonomous Driving,"Zelun Kong, Junfeng Guo, Ang Li, Cong Liu"
Reciprocal Learning Networks for Human Trajectory Prediction,"Hao Sun, Zhiqun Zhao, Zhihai He"
GreedyNAS: Towards Fast One-Shot NAS With Greedy Supernet,"Shan You, Tao Huang, Mingmin Yang, Fei Wang, Chen Qian, Changshui Zhang"
Fast(er) Reconstruction of Shredded Text Documents via Self-Supervised Deep Asymmetric Metric Learning,"Thiago M. Paixao, Rodrigo F. Berriel, Maria C. S. Boeres, Alessandro L. Koerich, Claudine Badue, Alberto F. De Souza, Thiago Oliveira-Santos"
Towards Universal Representation Learning for Deep Face Recognition,"Yichun Shi, Xiang Yu, Kihyuk Sohn, Manmohan Chandraker, Anil K. Jain"
Efficient Dynamic Scene Deblurring Using Spatially Variant Deconvolution Network With Optical Flow Guided Training,"Yuan Yuan, Wei Su, Dandan Ma"
MoreFusion: Multi-object Reasoning for 6D Pose Estimation from Volumetric Fusion,"Kentaro Wada, Edgar Sucar, Stephen James, Daniel Lenton, Andrew J. Davison"
Minimal Solutions to Relative Pose Estimation From Two Views Sharing a Common Direction With Unknown Focal Length,"Yaqing Ding, Jian Yang, Jean Ponce, Hui Kong"
Learning 3D Semantic Scene Graphs From 3D Indoor Reconstructions,"Johanna Wald, Helisa Dhamo, Nassir Navab, Federico Tombari"
Filter Response Normalization Layer: Eliminating Batch Dependence in the Training of Deep Neural Networks,"Saurabh Singh, Shankar Krishnan"
Deep Fair Clustering for Visual Learning,"Peizhao Li, Han Zhao, Hongfu Liu"
Reliable Weighted Optimal Transport for Unsupervised Domain Adaptation,"Renjun Xu, Pelen Liu, Liyan Wang, Chao Chen, Jindong Wang"
Visual Reaction: Learning to Play Catch With Your Drone,"Kuo-Hao Zeng, Roozbeh Mottaghi, Luca Weihs, Ali Farhadi"
Rotation Consistent Margin Loss for Efficient Low-Bit Face Recognition,"Yudong Wu, Yichao Wu, Ruihao Gong, Yuanhao Lv, Ken Chen, Ding Liang, Xiaolin Hu, Xianglong Liu, Junjie Yan"
Deblurring by Realistic Blurring,"Kaihao Zhang, Wenhan Luo, Yiran Zhong, Lin Ma, Bjorn Stenger, Wei Liu, Hongdong Li"
Learning to See Through Obstructions,"Yu-Lun Liu, Wei-Sheng Lai, Ming-Hsuan Yang, Yung-Yu Chuang, Jia-Bin Huang"
Super-BPD: Super Boundary-to-Pixel Direction for Fast Image Segmentation,"Jianqiang Wan, Yang Liu, Donglai Wei, Xiang Bai, Yongchao Xu"
Geometric Structure Based and Regularized Depth Estimation From 360 Indoor Imagery,"Lei Jin, Yanyu Xu, Jia Zheng, Junfei Zhang, Rui Tang, Shugong Xu, Jingyi Yu, Shenghua Gao"
SpeedNet: Learning the Speediness in Videos,"Sagie Benaim, Ariel Ephrat, Oran Lang, Inbar Mosseri, William T. Freeman, Michael Rubinstein, Michal Irani, Tali Dekel"
TransMoMo: Invariance-Driven Unsupervised Video Motion Retargeting,"Zhuoqian Yang, Wentao Zhu, Wayne Wu, Chen Qian, Qiang Zhou, Bolei Zhou, Chen Change Loy"
Learning in the Frequency Domain,"Kai Xu, Minghai Qin, Fei Sun, Yuhao Wang, Yen-Kuang Chen, Fengbo Ren"
IMRAM: Iterative Matching With Recurrent Attention Memory for Cross-Modal Image-Text Retrieval,"Hui Chen, Guiguang Ding, Xudong Liu, Zijia Lin, Ji Liu, Jungong Han"
D3Feat: Joint Learning of Dense Detection and Description of 3D Local Features,"Xuyang Bai, Zixin Luo, Lei Zhou, Hongbo Fu, Long Quan, Chiew-Lan Tai"
BiFuse: Monocular 360 Depth Estimation via Bi-Projection Fusion,"Fu-En Wang, Yu-Hsuan Yeh, Min Sun, Wei-Chen Chiu, Yi-Hsuan Tsai"
Satellite Image Time Series Classification With Pixel-Set Encoders and Temporal Self-Attention,"Vivien Sainte Fare Garnot, Loic Landrieu, Sebastien Giordano, Nesrine Chehata"
Cross-Batch Memory for Embedding Learning,"Xun Wang, Haozhi Zhang, Weilin Huang, Matthew R. Scott"
BDD100K: A Diverse Driving Dataset for Heterogeneous Multitask Learning,"Fisher Yu, Haofeng Chen, Xin Wang, Wenqi Xian, Yingying Chen, Fangchen Liu, Vashisht Madhavan, Trevor Darrell"
"Train in Germany, Test in the USA: Making 3D Object Detectors Generalize","Yan Wang, Xiangyu Chen, Yurong You, Li Erran Li, Bharath Hariharan, Mark Campbell, Kilian Q. Weinberger, Wei-Lun Chao"
Hierarchical Pyramid Diverse Attention Networks for Face Recognition,"Qiangchang Wang, Tianyi Wu, He Zheng, Guodong Guo"
Plug-and-Play Algorithms for Large-Scale Snapshot Compressive Imaging,"Xin Yuan, Yang Liu, Jinli Suo, Qionghai Dai"
CARP: Compression Through Adaptive Recursive Partitioning for Multi-Dimensional Images,"Rongjie Liu, Meng Li, Li Ma"
ARShadowGAN: Shadow Generative Adversarial Network for Augmented Reality in Single Light Scenes,"Daquan Liu, Chengjiang Long, Hongpan Zhang, Hanning Yu, Xinzhi Dong, Chunxia Xiao"
Single-Stage Semantic Segmentation From Image Labels,"Nikita Araslanov, Stefan Roth"
Listen to Look: Action Recognition by Previewing Audio,"Ruohan Gao, Tae-Hyun Oh, Kristen Grauman, Lorenzo Torresani"
Going Deeper With Lean Point Networks,"Eric-Tuan Le, Iasonas Kokkinos, Niloy J. Mitra"
Spatially-Attentive Patch-Hierarchical Network for Adaptive Motion Deblurring,"Maitreya Suin, Kuldeep Purohit, A. N. Rajagopalan"
Memory Enhanced Global-Local Aggregation for Video Object Detection,"Yihong Chen, Yue Cao, Han Hu, Liwei Wang"
Semantic Image Manipulation Using Scene Graphs,"Helisa Dhamo, Azade Farshad, Iro Laina, Nassir Navab, Gregory D. Hager, Federico Tombari, Christian Rupprecht"
Front2Back: Single View 3D Shape Reconstruction via Front to Back Prediction,"Yuan Yao, Nico Schertler, Enrique Rosales, Helge Rhodin, Leonid Sigal, Alla Sheffer"
Self-Training With Noisy Student Improves ImageNet Classification,"Qizhe Xie, Minh-Thang Luong, Eduard Hovy, Quoc V. Le"
Neural Voxel Renderer: Learning an Accurate and Controllable Rendering Tool,"Konstantinos Rematas, Vittorio Ferrari"
Reverse Perspective Network for Perspective-Aware Object Counting,"Yifan Yang, Guorong Li, Zhe Wu, Li Su, Qingming Huang, Nicu Sebe"
Distilling Cross-Task Knowledge via Relationship Matching,"Han-Jia Ye, Su Lu, De-Chuan Zhan"
How to Train Your Deep Multi-Object Tracker,"Yihong Xu, Aljosa Osep, Yutong Ban, Radu Horaud, Laura Leal-Taixe, Xavier Alameda-Pineda"
"Show, Edit and Tell: A Framework for Editing Image Captions","Fawaz Sammani, Luke Melas-Kyriazi"
Multi-Modal Graph Neural Network for Joint Reasoning on Vision and Scene Text,"Difei Gao, Ke Li, Ruiping Wang, Shiguang Shan, Xilin Chen"
Cascaded Deep Monocular 3D Human Pose Estimation With Evolutionary Training Data,"Shichao Li, Lei Ke, Kevin Pratama, Yu-Wing Tai, Chi-Keung Tang, Kwang-Ting Cheng"
Self-Learning Video Rain Streak Removal: When Cyclic Consistency Meets Temporal Correspondence,"Wenhan Yang, Robby T. Tan, Shiqi Wang, Jiaying Liu"
Detecting Adversarial Samples Using Influence Functions and Nearest Neighbors,"Gilad Cohen, Guillermo Sapiro, Raja Giryes"
An End-to-End Edge Aggregation Network for Moving Object Segmentation,"Prashant W. Patil, Kuldeep M. Biradar, Akshay Dudhane, Subrahmanyam Murala"
QEBA: Query-Efficient Boundary-Based Blackbox Attack,"Huichen Li, Xiaojun Xu, Xiaolu Zhang, Shuang Yang, Bo Li"
LiDAR-Based Online 3D Video Object Detection With Graph-Based Message Passing and Spatiotemporal Transformer Attention,"Junbo Yin, Jianbing Shen, Chenye Guan, Dingfu Zhou, Ruigang Yang"
Overcoming Multi-Model Forgetting in One-Shot NAS With Diversity Maximization,"Miao Zhang, Huiqi Li, Shirui Pan, Xiaojun Chang, Steven Su"
Generating and Exploiting Probabilistic Monocular Depth Estimates,"Zhihao Xia, Patrick Sullivan, Ayan Chakrabarti"
Iterative Context-Aware Graph Inference for Visual Dialog,"Dan Guo, Hui Wang, Hanwang Zhang, Zheng-Jun Zha, Meng Wang"
Fine-Grained Image-to-Image Transformation Towards Visual Recognition,"Wei Xiong, Yutong He, Yixuan Zhang, Wenhan Luo, Lin Ma, Jiebo Luo"
Context-Aware Attention Network for Image-Text Retrieval,"Qi Zhang, Zhen Lei, Zhaoxiang Zhang, Stan Z. Li"
Unsupervised Person Re-Identification via Multi-Label Classification,"Dongkai Wang, Shiliang Zhang"
Self-Supervised Learning of Pretext-Invariant Representations,"Ishan Misra, Laurens van der Maaten"
From Image Collections to Point Clouds With Self-Supervised Shape and Pose Networks,"K L Navaneet, Ansu Mathew, Shashank Kashyap, Wei-Chih Hung, Varun Jampani, R. Venkatesh Babu"
Hit-Detector: Hierarchical Trinity Architecture Search for Object Detection,"Jianyuan Guo, Kai Han, Yunhe Wang, Chao Zhang, Zhaohui Yang, Han Wu, Xinghao Chen, Chang Xu"
HyperSTAR: Task-Aware Hyperparameters for Deep Networks,"Gaurav Mittal, Chang Liu, Nikolaos Karianakis, Victor Fragoso, Mei Chen, Yun Fu"
Predicting Goal-Directed Human Attention Using Inverse Reinforcement Learning,"Zhibo Yang, Lihan Huang, Yupei Chen, Zijun Wei, Seoyoung Ahn, Gregory Zelinsky, Dimitris Samaras, Minh Hoai"
Visual-Semantic Matching by Exploring High-Order Attention and Distraction,"Yongzhi Li, Duo Zhang, Yadong Mu"
Deblurring Using Analysis-Synthesis Networks Pair,"Adam Kaufman, Raanan Fattal"
gDLS*: Generalized Pose-and-Scale Estimation Given Scale and Gravity Priors,"Victor Fragoso, Joseph DeGol, Gang Hua"
Disparity-Aware Domain Adaptation in Stereo Image Restoration,"Bo Yan, Chenxi Ma, Bahetiyaer Bare, Weimin Tan, Steven C. H. Hoi"
A Novel Recurrent Encoder-Decoder Structure for Large-Scale Multi-View Stereo Reconstruction From an Open Aerial Dataset,"Jin Liu, Shunping Ji"
Perceptual Quality Assessment of Smartphone Photography,"Yuming Fang, Hanwei Zhu, Yan Zeng, Kede Ma, Zhou Wang"
Assessing Eye Aesthetics for Automatic Multi-Reference Eye In-Painting,"Bo Yan, Qing Lin, Weimin Tan, Shili Zhou"
Deep Polarization Cues for Transparent Object Segmentation,"Agastya Kalra, Vage Taamazyan, Supreeth Krishna Rao, Kartik Venkataraman, Ramesh Raskar, Achuta Kadambi"
When NAS Meets Robustness: In Search of Robust Architectures Against Adversarial Attacks,"Minghao Guo, Yuzhe Yang, Rui Xu, Ziwei Liu, Dahua Lin"
Equalization Loss for Long-Tailed Object Recognition,"Jingru Tan, Changbao Wang, Buyu Li, Quanquan Li, Wanli Ouyang, Changqing Yin, Junjie Yan"
GAN Compression: Efficient Architectures for Interactive Conditional GANs,"Muyang Li, Ji Lin, Yaoyao Ding, Zhijian Liu, Jun-Yan Zhu, Song Han"
Fast Symmetric Diffeomorphic Image Registration with Convolutional Neural Networks,"Tony C.W. Mok, Albert C.S. Chung"
Sideways: Depth-Parallel Training of Video Models,"Mateusz Malinowski, Grzegorz Swirszcz, Joao Carreira, Viorica Patraucean"
Joint Training of Variational Auto-Encoder and Latent Energy-Based Model,"Tian Han, Erik Nijkamp, Linqi Zhou, Bo Pang, Song-Chun Zhu, Ying Nian Wu"
Deep White-Balance Editing,"Mahmoud Afifi, Michael S. Brown"
Hierarchical Conditional Relation Networks for Video Question Answering,"Thao Minh Le, Vuong Le, Svetha Venkatesh, Truyen Tran"
Data-Efficient Semi-Supervised Learning by Reliable Edge Mining,"Peibin Chen, Tao Ma, Xu Qin, Weidi Xu, Shuchang Zhou"
Convolution in the Cloud: Learning Deformable Kernels in 3D Graph Convolution Networks for Point Cloud Analysis,"Zhi-Hao Lin, Sheng-Yu Huang, Yu-Chiang Frank Wang"
RankMI: A Mutual Information Maximizing Ranking Loss,"Mete Kemertas, Leila Pishdad, Konstantinos G. Derpanis, Afsaneh Fazly"
Stylization-Based Architecture for Fast Deep Exemplar Colorization,"Zhongyou Xu, Tingting Wang, Faming Fang, Yun Sheng, Guixu Zhang"
Upgrading Optical Flow to 3D Scene Flow Through Optical Expansion,"Gengshan Yang, Deva Ramanan"
HAMBox: Delving Into Mining High-Quality Anchors on Face Detection,"Yang Liu, Xu Tang, Junyu Han, Jingtuo Liu, Dinger Rui, Xiang Wu"
PSGAN: Pose and Expression Robust Spatial-Aware GAN for Customizable Makeup Transfer,"Wentao Jiang, Si Liu, Chen Gao, Jie Cao, Ran He, Jiashi Feng, Shuicheng Yan"
Collaborative Distillation for Ultra-Resolution Universal Style Transfer,"Huan Wang, Yijun Li, Yuehai Wang, Haoji Hu, Ming-Hsuan Yang"
McFlow: Monte Carlo Flow Models for Data Imputation,"Trevor W. Richardson, Wencheng Wu, Lei Lin, Beilei Xu, Edgar A. Bernal"
Spatial Pyramid Based Graph Reasoning for Semantic Segmentation,"Xia Li, Yibo Yang, Qijie Zhao, Tiancheng Shen, Zhouchen Lin, Hong Liu"
L2-GCN: Layer-Wise and Learned Efficient Training of Graph Convolutional Networks,"Yuning You, Tianlong Chen, Zhangyang Wang, Yang Shen"
MonoPair: Monocular 3D Object Detection Using Pairwise Spatial Relationships,"Yongjian Chen, Lei Tai, Kai Sun, Mingyang Li"
GAMIN: Generative Adversarial Multiple Imputation Network for Highly Missing Data,"Seongwook Yoon, Sanghoon Sull"
Mapillary Street-Level Sequences: A Dataset for Lifelong Place Recognition,"Frederik Warburg, Soren Hauberg, Manuel Lopez-Antequera, Pau Gargallo, Yubin Kuang, Javier Civera"
KeyPose: Multi-View 3D Labeling and Keypoint Estimation for Transparent Objects,"Xingyu Liu, Rico Jonschkowski, Anelia Angelova, Kurt Konolige"
When to Use Convolutional Neural Networks for Inverse Problems,"Nathaniel Chodosh, Simon Lucey"
M-LVC: Multiple Frames Prediction for Learned Video Compression,"Jianping Lin, Dong Liu, Houqiang Li, Feng Wu"
Putting Visual Object Recognition in Context,"Mengmi Zhang, Claire Tseng, Gabriel Kreiman"
Dynamic Face Video Segmentation via Reinforcement Learning,"Yujiang Wang, Mingzhi Dong, Jie Shen, Yang Wu, Shiyang Cheng, Maja Pantic"
Fusing Wearable IMUs With Multi-View Images for Human Pose Estimation: A Geometric Approach,"Zhe Zhang, Chunyu Wang, Wenhu Qin, Wenjun Zeng"
Multi-Path Learning for Object Pose Estimation Across Domains,"Martin Sundermeyer, Maximilian Durner, En Yen Puang, Zoltan-Csaba Marton, Narunas Vaskevicius, Kai O. Arras, Rudolph Triebel"
ManiGAN: Text-Guided Image Manipulation,"Bowen Li, Xiaojuan Qi, Thomas Lukasiewicz, Philip H.S. Torr"
DNU: Deep Non-Local Unrolling for Computational Spectral Imaging,"Lizhi Wang, Chen Sun, Maoqing Zhang, Ying Fu, Hua Huang"
Instance Credibility Inference for Few-Shot Learning,"Yikai Wang, Chengming Xu, Chen Liu, Li Zhang, Yanwei Fu"
The GAN That Warped: Semantic Attribute Editing With Unpaired Data,"Garoe Dorta, Sara Vicente, Neill D. F. Campbell, Ivor J. A. Simpson"
Single-Stage 6D Object Pose Estimation,"Yinlin Hu, Pascal Fua, Wei Wang, Mathieu Salzmann"
From Paris to Berlin: Discovering Fashion Style Influences Around the World,"Ziad Al-Halah, Kristen Grauman"
Detecting Attended Visual Targets in Video,"Eunji Chong, Yongxin Wang, Nataniel Ruiz, James M. Rehg"
A Physics-Based Noise Formation Model for Extreme Low-Light Raw Denoising,"Kaixuan Wei, Ying Fu, Jiaolong Yang, Hua Huang"
Severity-Aware Semantic Segmentation With Reinforced Wasserstein Training,"Xiaofeng Liu, Wenxuan Ji, Jane You, Georges El Fakhri, Jonghye Woo"
Total Deep Variation for Linear Inverse Problems,"Erich Kobler, Alexander Effland, Karl Kunisch, Thomas Pock"
AdaBits: Neural Network Quantization With Adaptive Bit-Widths,"Qing Jin, Linjie Yang, Zhenyu Liao"
Sketchformer: Transformer-Based Representation for Sketched Structure,"Leo Sampaio Ferraz Ribeiro, Tu Bui, John Collomosse, Moacir Ponti"
Learning Multi-Object Tracking and Segmentation From Automatic Annotations,"Lorenzo Porzi, Markus Hofinger, Idoia Ruiz, Joan Serrat, Samuel Rota Bulo, Peter Kontschieder"
A Lighting-Invariant Point Processor for Shading,"Kathryn Heal, Jialiang Wang, Steven J. Gortler, Todd Zickler"
Detail-recovery Image Deraining via Context Aggregation Networks,"Sen Deng, Mingqiang Wei, Jun Wang, Yidan Feng, Luming Liang, Haoran Xie, Fu Lee Wang, Meng Wang"
GeoDA: A Geometric Framework for Black-Box Adversarial Attacks,"Ali Rahmati, Seyed-Mohsen Moosavi-Dezfooli, Pascal Frossard, Huaiyu Dai"
Learning a Reinforced Agent for Flexible Exposure Bracketing Selection,"Zhouxia Wang, Jiawei Zhang, Mude Lin, Jiong Wang, Ping Luo, Jimmy Ren"
Dynamic Refinement Network for Oriented and Densely Packed Object Detection,"Xingjia Pan, Yuqiang Ren, Kekai Sheng, Weiming Dong, Haolei Yuan, Xiaowei Guo, Chongyang Ma, Changsheng Xu"
Semantically Multi-Modal Image Synthesis,"Zhen Zhu, Zhiliang Xu, Ansheng You, Xiang Bai"
Focus on Defocus: Bridging the Synthetic to Real Domain Gap for Depth Estimation,"Maxim Maximov, Kevin Galim, Laura Leal-Taixe"
Self-Trained Deep Ordinal Regression for End-to-End Video Anomaly Detection,"Guansong Pang, Cheng Yan, Chunhua Shen, Anton van den Hengel, Xiao Bai"
Copy and Paste GAN: Face Hallucination From Shaded Thumbnails,"Yang Zhang, Ivor W. Tsang, Yawei Luo, Chang-Hui Hu, Xiaobo Lu, Xin Yu"
Defending Against Universal Attacks Through Selective Feature Regeneration,"Tejas Borkar, Felix Heide, Lina Karam"
Smoothing Adversarial Domain Attack and P-Memory Reconsolidation for Cross-Domain Person Re-Identification,"Guangcong Wang, Jian-Huang Lai, Wenqi Liang, Guangrun Wang"
Leveraging 2D Data to Learn Textured 3D Mesh Generation,"Paul Henderson, Vagia Tsiminaki, Christoph H. Lampert"
Cross-View Correspondence Reasoning Based on Bipartite Graph Convolutional Network for Mammogram Mass Detection,"Yuhang Liu, Fandong Zhang, Qianyi Zhang, Siwen Wang, Yizhou Wang, Yizhou Yu"
